,15,"f",19,"Alina","Rotaru","ROU"
,15,"f",20,"Christabel","Nettey","CAN"
,16,"f",1,"Caterine","Ibargüen","COL"
,16,"f",2,"Ekaterina","Koneva","RUS"
,16,"f",3,"Olga","Saladukha","UKR"
,16,"f",4,"Kimberly","Williams","JAM"
,16,"f",5,"Yosiri","Urrutia","COL"
,16,"f",6,"Mabel","Gay","CUB"
,16,"f",7,"Alsu","Murtazina","RUS"
,16,"f",8,"Irina","Gumenyuk","RUS"
,16,"f",9,"Dailenys","Alcántara","CUB"
,16,"f",10,"Ayanna","Alexander","TTO"
,16,"f",11,"Olga","Rypakova","KAZ"
,16,"f",12,"Yarianna","Martínez","CUB"
,16,"f",13,"Patrícia","Mamona","POR"
,16,"f",14,"Natallia","Viatkina","BLR"
,16,"f",15,"Andriana","Bânova","BUL"
,16,"f",16,"Kristin","Gierisch","GER"
,16,"f",17,"Hanna","Knyazyeva-Minenko","ISR"
,16,"f",18,"Anna","Pyatykh","RUS"
,16,"f",19,"Katja","Demut","GER"
,16,"f",20,"Nubia","Soares","BRA"
,17,"f",1,"Valerie","Adams","NZL"
,17,"f",2,"Christina","Schwanitz","GER"
,17,"f",3,"Michelle","Carter","USA"
,17,"f",4,"Lijiao","Gong","CHN"
,17,"f",5,"Evgeniia","Kolodko","RUS"
,17,"f",6,"Galyna","Obleshchuk","UKR"
,17,"f",7,"Felisha","Johnson","USA"
,17,"f",8,"Cleopatra","Borel","TTO"
,17,"f",9,"Anita","Márton","HUN"
,17,"f",10,"Aliona","Dubitskaya","BLR"
,17,"f",11,"Yuliya","Leantsiuk","BLR"
,17,"f",12,"Tia","Brooks","USA"
,17,"f",13,"Alena","Abramchuk","BLR"
,17,"f",14,"Brittany","Smith","USA"
,17,"f",15,"Olga","Golodna","UKR"
,17,"f",16,"Chiara","Rosa","ITA"
,17,"f",17,"Irina","Tarasova","RUS"
,17,"f",18,"Yaniuvis","López","CUB"
,17,"f",19,"Tianqian","Guo","CHN"
,17,"f",20,"Natalia","Ducó","CHI"
,18,"f",1,"Sandra","Perkovic","CRO"
,18,"f",2,"Gia","Lewis-Smallwood","USA"
,18,"f",3,"Dani","Samuels","AUS"
,18,"f",4,"Nadine","Müller","GER"
,18,"f",5,"Julia","Fischer","GER"
,18,"f",6,"Yaime","Pérez","CUB"
,18,"f",7,"Shanice","Craft","GER"
,18,"f",8,"Zinaida","Sendriuté","LTU"
,18,"f",9,"Ekaterina","Strokova","RUS"
,18,"f",10,"Mélina","Robert-Michon","FRA"
,18,"f",11,"Denia","Caballero","CUB"
,18,"f",12,"Anna","Rüh","GER"
,18,"f",13,"Fernanda","Martins","BRA"
,18,"f",14,"Whitney","Ashley","USA"
,18,"f",15,"Shelbi","Vaughan","USA"
,18,"f",16,"Yuliya","Maltseva","RUS"
,18,"f",17,"Natalia","Semenova","UKR"
,18,"f",18,"Yanbo","Yang","CHN"
,18,"f",19,"Irina","Rodrigues","POR"
,18,"f",20,"Rocío","Comba","ARG"
,19,"f",1,"Anita","Wlodarczyk","POL"
,19,"f",2,"Betty","Heidler","GER"
,19,"f",3,"Zheng","Wang","CHN"
,19,"f",4,"Wenxiu","Zhang","CHN"
,19,"f",5,"Sultana","Frizell","CAN"
,19,"f",6,"Martina","Hrasnová","SVK"
,19,"f",7,"Amanda","Bingson","USA"
,19,"f",8,"Kathrin","Klaas","GER"
